ADMISSION_YEAR,SOCIOECONOMICAL_INDEX,SEX,HIGHSCHOOL_TYPE,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,CITY_OF_BIRTH,ACADEMIC_LEVEL,COURSE_ID,YEAR,SEMESTER,PROFESSOR_ID,"('mean', 'ICM00166')","('mean', 'ICM00216')","('mean', 'ICM00604')","('mean', 'ICM00646')","('count', 'ICM00166')","('count', 'ICM00216')","('count', 'ICM00604')","('count', 'ICM00646')"
2000,6,M,Nacional,1980,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.45,6.7,6.425000000000001,6.2,0.0,1.0,2.0,1.0
2000,10,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,6.0,5.925000000000001,5.9,6.1,0.0,2.0,2.0,1.0
2000,10,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,3S,5761,6.1,6.75,6.05,6.175000000000001,0.0,1.0,1.0,2.0
2000,14,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,3S,5761,7.3,9.8,9.6,9.1,0.0,1.0,1.0,1.0
2000,8,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,6.95,6.85,6.0,6.7,0.0,1.0,1.0,1.0
2000,18,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,6.65,7.95,7.7,7.4,0.0,1.0,1.0,1.0
2000,14,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.3,5.233333333333333,6.55,3.4,0.0,3.0,1.0,4.0
2000,12,F,Fiscal,1981,ECUADOR,ESMERALDAS,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,30468,7.05,7.75,6.6,7.2,0.0,1.0,1.0,1.0
2000,25,M,Particular,1982,ECUADOR,AZOGUES,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,7.5,6.6,5.7,6.45,0.0,1.0,2.0,1.0
2000,5,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,6.25,8.4,6.75,7.5,0.0,1.0,1.0,1.0
2000,10,M,Particular,1981,ECUADOR,SANTO DOMINGO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.3,6.55,6.4,7.5,0.0,1.0,1.0,1.0
2000,24,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,7.4,6.45,6.65,6.8999999999999995,0.0,1.0,2.0,2.0
2000,6,M,Instituto,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,8.65,8.45,8.35,7.0,0.0,1.0,1.0,1.0
2000,5,M,Nacional,1980,ECUADOR,MILAGRO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,6.55,6.6,6.05,6.0,0.0,1.0,1.0,1.0
2000,19,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,6.65,6.425,6.4,6.45,0.0,2.0,1.0,1.0
2000,6,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,7.85,7.15,6.525,6.55,0.0,1.0,2.0,2.0
2000,7,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,7.95,8.05,7.9,8.25,0.0,1.0,1.0,1.0
2000,7,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,6.55,8.6,7.65,7.4,0.0,1.0,1.0,1.0
2000,3,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,7.7,6.15,6.0,7.15,0.0,1.0,1.0,2.0
2000,9,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,7.2,7.45,6.25,7.7,0.0,1.0,1.0,1.0
2000,22,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.5,5.95,5.625,7.45,0.0,2.0,2.0,1.0
2000,11,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,9.1,9.35,8.9,9.7,0.0,1.0,1.0,1.0
2000,17,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,7.2,7.25,5.125,7.2,0.0,1.0,2.0,1.0
2000,9,M,Particular,1983,ECUADOR,QUITO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,6.1,6.0,7.45,7.15,0.0,1.0,2.0,1.0
2000,8,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,7.5,6.05,8.0,6.5,0.0,1.0,1.0,1.0
2000,10,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,7.9,7.7,8.05,8.35,0.0,1.0,1.0,1.0
2000,3,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,7.85,7.75,8.5,7.9,0.0,1.0,1.0,1.0
2000,5,F,Nacional,1980,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.5,5.699999999999999,6.6,7.6,0.0,2.0,1.0,1.0
2000,8,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.0,6.0,5.666666666666667,6.1,0.0,1.0,3.0,1.0
2000,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,0.5,6.05,6.0,6.1,0.0,1.0,1.0,2.0
2000,9,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,6.0,6.2,5.866666666666667,5.6000000000000005,0.0,1.0,3.0,3.0
2000,3,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,6.6,6.550000000000001,6.85,8.4,0.0,2.0,1.0,1.0
2000,3,F,Fiscal,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,6.0,7.55,3.675,7.4,0.0,1.0,2.0,1.0
2000,3,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.6,6.275,6.425000000000001,7.65,0.0,2.0,2.0,1.0
2000,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,6.15,5.55,6.95,6.4,0.0,2.0,1.0,1.0
2000,7,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.95,7.25,6.8,7.2,0.0,1.0,1.0,1.0
2000,11,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,6.85,6.4,7.9,6.7,0.0,1.0,1.0,1.0
2000,14,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,7.2,6.35,6.4,7.85,0.0,1.0,1.0,1.0
2000,6,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.45,6.15,6.050000000000001,5.75,0.0,2.0,2.0,2.0
2000,9,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.0,6.55,6.35,7.2,0.0,1.0,1.0,1.0
2000,6,F,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.35,8.55,8.15,7.25,0.0,1.0,1.0,1.0
2000,20,F,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,8.75,7.35,7.0,6.05,0.0,1.0,1.0,1.0
2000,7,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.25,7.1499999999999995,7.55,7.7,0.0,2.0,1.0,1.0
2000,3,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,7.7,7.7,8.15,8.7,0.0,1.0,1.0,1.0
2000,10,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.1,6.85,6.3,7.45,0.0,2.0,1.0,1.0
2000,7,F,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,2752,6.0,6.45,6.45,6.05,0.0,2.0,1.0,1.0
2000,3,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,39926,7.5,9.85,8.95,9.6,0.0,1.0,1.0,1.0
2000,11,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.05,6.15,6.0,6.0,0.0,1.0,1.0,1.0
2000,8,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,7.15,7.7,6.3,6.95,0.0,1.0,1.0,1.0
2000,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,7.05,9.0,9.0,8.05,0.0,1.0,1.0,1.0
2000,12,F,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,6.15,6.8,6.05,6.4,0.0,1.0,1.0,2.0
2000,9,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,7.1,7.0,7.4,7.65,0.0,1.0,1.0,1.0
2000,17,F,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,9.6,8.45,9.35,9.35,0.0,1.0,1.0,1.0
2000,5,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,2752,7.6,6.5,6.9,8.9,0.0,1.0,1.0,1.0
2000,12,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,8.35,7.5,7.65,7.0,0.0,1.0,1.0,1.0
2000,19,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.05,6.65,7.35,6.35,0.0,1.0,1.0,1.0
2000,3,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,7.1,6.95,5.8,6.05,0.0,1.0,2.0,1.0
2000,14,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.65,7.6,7.1,7.0,0.0,1.0,1.0,1.0
2000,13,F,Liceo,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.5,6.05,6.15,7.85,0.0,1.0,1.0,1.0
2000,7,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,30468,6.2,6.1,7.95,6.25,0.0,1.0,1.0,1.0
2000,16,F,Particular,1982,ECUADOR,MACHALA,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,33298,7.3,6.3,7.5,6.7,0.0,1.0,1.0,1.0
2000,15,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.4,7.0,6.2,6.0,0.0,1.0,1.0,1.0
2000,9,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,7.5,6.2,7.35,6.35,0.0,1.0,1.0,1.0
2000,13,M,Fiscal,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.55,7.65,6.375,6.85,0.0,1.0,2.0,1.0
2000,6,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,7.05,6.7,3.45,3.55,0.0,1.0,2.0,2.0
2000,11,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.0,7.3,6.75,6.25,0.0,1.0,1.0,1.0
2000,11,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.0,7.1,7.3,6.25,0.0,1.0,1.0,1.0
2000,5,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,7.3,6.45,8.1,7.75,0.0,1.0,1.0,1.0
2000,6,F,Particular,1980,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,6.1,5.574999999999999,6.15,6.5,0.0,2.0,1.0,1.0
2000,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,7.75,6.8,8.0,8.25,0.0,1.0,1.0,1.0
2000,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.0,6.0,6.0,6.4,0.0,1.0,3.0,2.0
2000,11,M,Particular,1982,ECUADOR,MACHALA,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.5,7.6,7.95,6.0,0.0,1.0,1.0,1.0
2000,10,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.05,7.85,7.6,6.85,0.0,1.0,1.0,1.0
2000,7,M,Particular,1982,ECUADOR,IBARRA,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,8.4,7.9,9.55,9.25,0.0,1.0,1.0,1.0
2000,5,M,Fisco-Misional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,6.7,6.8,7.45,7.5,0.0,1.0,1.0,1.0
2000,6,M,Fisco-Misional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.1,6.65,6.725,6.1,0.0,1.0,2.0,1.0
2000,16,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,8.4,7.15,8.0,6.75,0.0,1.0,1.0,1.0
2000,13,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,7.45,8.2,6.7,7.8,0.0,1.0,1.0,1.0
2000,7,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,38816,9.6,8.7,9.2,8.55,0.0,1.0,1.0,1.0
2000,10,M,Fiscal,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.25,7.15,6.35,6.55,0.0,1.0,1.0,1.0
2000,13,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.45,8.3,8.65,8.55,0.0,1.0,1.0,1.0
2000,5,M,Nacional,1982,ECUADOR,AMBATO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.15,7.15,7.45,9.05,0.0,1.0,1.0,1.0
2000,24,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,5.3,6.7,6.95,7.5,0.0,1.0,1.0,1.0
2000,7,F,Particular,1981,ECUADOR,PORTOVIEJO,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,39926,6.05,7.6,7.25,7.05,0.0,1.0,1.0,1.0
2000,18,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,7.5,6.75,7.65,6.5,0.0,1.0,1.0,1.0
2000,7,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,30468,6.0,8.1,7.05,6.65,0.0,1.0,1.0,1.0
2000,11,F,Fiscal,1982,ECUADOR,ESMERALDAS,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,30468,6.05,7.55,7.2,7.85,0.0,1.0,1.0,1.0
2000,8,M,Nacional,1981,ECUADOR,CHONE,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,30468,6.0,6.45,6.0,6.3,0.0,1.0,1.0,1.0
2000,14,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,30468,6.25,7.1,7.1,6.5,0.0,1.0,1.0,1.0
2000,7,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,2752,6.1,5.65,5.475,7.5,0.0,2.0,2.0,1.0
2000,13,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,8.6,6.85,7.65,7.45,0.0,1.0,1.0,1.0
2000,5,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,8.1,6.35,7.7,7.4,0.0,1.0,1.0,1.0
2000,13,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,30468,6.15,6.2,6.425000000000001,6.75,0.0,1.0,2.0,1.0
2000,8,M,Particular,1983,ECUADOR,BABAHOYO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.6,8.35,8.3,8.85,0.0,1.0,1.0,1.0
2000,15,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,2.25,7.0,5.4,6.15,0.0,1.0,2.0,1.0
2000,7,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,41430,6.35,5.7,8.0,7.1,0.0,2.0,1.0,1.0
2000,7,M,Particular,1982,ECUADOR,AMBATO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,30468,6.55,7.4,6.5,7.0,0.0,1.0,1.0,1.0
2000,11,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.45,6.35,4.183333333333334,2.3833333333333333,0.0,2.0,3.0,3.0
2000,5,F,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,6.7,6.3,7.45,8.5,0.0,1.0,1.0,1.0
2000,31,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.0,5.675000000000001,6.0,7.3,0.0,2.0,1.0,1.0
2000,10,M,Particular,1982,ECUADOR,BABAHOYO,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,44941,6.3,6.05,6.6,7.95,0.0,1.0,1.0,1.0
2000,6,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,1S,39926,7.2,6.4,6.4,6.9,0.0,1.0,1.0,1.0
2000,5,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,6.65,6.6,6.025,6.6,0.0,2.0,2.0,2.0
2000,8,F,Particular,1982,ECUADOR,QUITO,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,38816,6.4,6.75,6.1,7.6,0.0,1.0,1.0,1.0
2000,15,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,38816,7.35,6.95,6.3,7.35,0.0,1.0,1.0,1.0
2000,9,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,44941,7.8,7.75,5.699999999999999,7.9,0.0,1.0,2.0,1.0
2000,13,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,38816,6.65,7.05,6.0,7.05,0.0,1.0,1.0,1.0
2000,30,F,Particular,1982,ECUADOR,QUITO,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,30468,8.35,9.1,8.7,9.1,0.0,1.0,1.0,1.0
2000,10,F,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,44941,6.0,6.3,6.55,6.65,0.0,1.0,1.0,1.0
2000,17,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.9,6.0,6.5,7.1,0.0,1.0,1.0,1.0
2000,3,F,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,44941,6.2,6.1,6.025,6.55,0.0,1.0,2.0,1.0
2000,7,M,Nacional,1982,ECUADOR,LA LIBERTAD,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,44941,6.15,6.05,5.4,7.4750000000000005,0.0,1.0,2.0,2.0
