NEW_COD_STUDENT,ID,GPA,YEAR,SEMESTER,GRADE,PROFESSOR_ID,"('amax', 'FIEC04341')","('amax', 'ICF00463')","('amax', 'ICM00216')","('amax', 'ICM00901')","('PrevLatestGrade', 'FIEC03012')","('PrevLatestGrade', 'FIEC04341')","('PrevLatestGrade', 'ICF00463')","('PrevLatestGrade', 'ICF00489')","('PrevLatestGrade', 'ICM00216')","('PrevLatestGrade', 'ICM00604')","('PrevLatestGrade', 'ICM00646')","('PrevLatestGrade', 'ICM00901')","('count', 'FIEC03012')","('count', 'FIEC04341')","('count', 'ICF00463')","('count', 'ICF00489')","('count', 'ICM00216')","('count', 'ICM00604')","('count', 'ICM00646')","('count', 'ICM00901')",TargetGrade,TargetCourse,C_LOAD,alpha,beta,Course_Theoritical_Credits,Course_Practical_Credits,Skewness,Skewness_Target,alpha_Target,beta_Target
8768,22962,7.81120689655172,2008,3T,7.7,10760,7.088545203735197,6.644003984063854,6.73480160975925,6.3,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,5.0,6.222502945411774,6.3,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.0,7.7,ICM00604,1,1.2610717933193905,1.6417756470169074,4,0,0.9145009110001682,0.8799036122866004,1.227894631855813,1.3959009282822776
8760,22893,8.712372881355929,2008,2T,6.75,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.75,ICM00604,6,1.2452850324874098,1.5706985770813326,20,4,1.147092218700097,0.8799036122866004,1.227894631855813,1.3959009282822776
8758,22866,9.139482758620689,2008,2T,7.85,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,7.85,ICM00604,5,1.2452850324874098,1.5706985770813326,16,4,1.2330932297072879,0.8799036122866004,1.227894631855813,1.3959009282822776
8757,22860,8.416,2008,2T,7.45,22114,7.75,6.644003984063854,6.73480160975925,7.257751899733544,7.3,7.75,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.0,1.0,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,7.45,ICM00604,5,1.1902487791855005,1.22469580471658,21,1,1.2174993810968615,0.8799036122866004,1.227894631855813,1.3959009282822776
8744,22722,8.90338983050848,2008,1T,7.2,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,7.2,ICM00604,6,1.22579616834998,1.4166344035961596,21,4,0.6292094163429863,0.8799036122866004,1.227894631855813,1.3959009282822776
8736,22686,8.06033898305085,2008,1T,8.2,2686,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.2,ICM00604,6,1.1076294843007073,0.8045750264436138,21,4,0.7845674965377216,0.8799036122866004,1.227894631855813,1.3959009282822776
8732,22626,9.44152542372881,2008,1T,9.25,22114,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,9.25,ICM00604,6,1.1902487791855005,1.22469580471658,21,4,0.6113613153059781,0.8799036122866004,1.227894631855813,1.3959009282822776
8730,22603,7.597096774193551,2008,2T,6.9,2686,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.9,ICM00604,6,1.1076294843007073,0.7462221893978478,22,3,2.190482127958752,0.8799036122866004,1.227894631855813,1.3959009282822776
8702,22340,8.1522641509434,2008,1T,8.0,10760,7.088545203735197,6.644003984063854,6.73480160975925,8.25,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,8.25,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,8.0,ICM00604,7,1.2610717933193905,1.6417756470169074,24,4,1.187047509017738,0.8799036122866004,1.227894631855813,1.3959009282822776
8700,22338,7.912068965517241,2008,1T,7.85,10760,7.088545203735197,6.644003984063854,6.73480160975925,7.2,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,7.2,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,7.85,ICM00604,6,1.2610717933193905,1.6417756470169074,20,4,0.6184364691534986,0.8799036122866004,1.227894631855813,1.3959009282822776
8687,22214,8.693050847457629,2008,1T,8.65,33298,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.65,ICM00604,5,1.3398301202053422,1.9918860581588462,17,4,0.5909992348705384,0.8799036122866004,1.227894631855813,1.3959009282822776
8665,22031,8.37148148148148,2008,1T,8.4,16172,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.4,ICM00604,2,1.208507209508399,1.3143474793331233,6,3,1.5492061480641741,0.8799036122866004,1.227894631855813,1.3959009282822776
8657,21998,8.057,2007,1T,6.75,33298,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.75,ICM00604,4,1.3398301202053422,1.9918860581588462,13,4,1.3238092021150678,0.8799036122866004,1.227894631855813,1.3959009282822776
8645,21954,8.65446428571429,2008,1T,7.5,33586,7.088545203735197,6.644003984063854,6.73480160975925,8.8,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,8.8,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,7.5,ICM00604,6,1.287966240243327,1.6633533108570577,22,4,2.097545608247452,0.8799036122866004,1.227894631855813,1.3959009282822776
8644,21948,8.1125,2008,1T,8.95,2686,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.95,ICM00604,5,1.0934192492111943,0.6674446029413178,20,0,2.1193162425523866,0.8799036122866004,1.227894631855813,1.3959009282822776
8643,21938,7.92321428571429,2008,1T,7.25,16172,7.088545203735197,6.644003984063854,6.73480160975925,9.2,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,9.2,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,7.25,ICM00604,5,1.2902016592061198,1.6672771403050337,21,0,1.9051020014059765,0.8799036122866004,1.227894631855813,1.3959009282822776
8642,21935,8.153773584905661,2008,1T,9.0,22722,6.55,6.644003984063854,6.73480160975925,7.257751899733544,8.75,6.55,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.0,1.0,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,9.0,ICM00604,5,1.3250538914941954,1.8767582714216764,16,4,1.150908924573571,0.8799036122866004,1.227894631855813,1.3959009282822776
8632,21748,8.33852941176471,2008,1T,8.25,22114,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.25,ICM00604,5,1.4005889257490618,2.2472137685908837,18,3,2.0934142351189657,0.8799036122866004,1.227894631855813,1.3959009282822776
8631,21744,8.104545454545459,2007,3T,7.7,22114,7.088545203735197,6.644003984063854,6.73480160975925,8.9,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,8.9,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,7.7,ICM00604,1,1.1902487791855005,1.22469580471658,4,0,1.0583090458021265,0.8799036122866004,1.227894631855813,1.3959009282822776
8619,21620,8.5265,2007,3T,9.55,22114,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,9.55,ICM00604,1,1.1902487791855005,1.22469580471658,4,0,1.0583090458021265,0.8799036122866004,1.227894631855813,1.3959009282822776
8618,21614,8.76310344827586,2008,1T,7.3,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,7.3,ICM00604,6,1.22579616834998,1.4166344035961596,18,4,1.4620669188139728,0.8799036122866004,1.227894631855813,1.3959009282822776
8617,21612,9.041355932203391,2008,1T,8.6,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.6,ICM00604,7,1.22579616834998,1.4166344035961596,27,4,0.7829654859645615,0.8799036122866004,1.227894631855813,1.3959009282822776
8610,21564,7.78666666666667,2008,1T,7.0,8061,9.3,6.644003984063854,6.73480160975925,7.257751899733544,9.55,3.6,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.0,2.0,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,7.0,ICM00604,5,1.174197720241393,1.1570064826064617,20,1,1.3797833208073933,0.8799036122866004,1.227894631855813,1.3959009282822776
8603,21470,7.85271186440678,2008,1T,8.85,2686,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.85,ICM00604,5,1.1076294843007073,0.7462221893978478,19,0,1.6959873560599212,0.8799036122866004,1.227894631855813,1.3959009282822776
8591,21323,8.1493220338983,2008,2T,6.15,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.15,ICM00604,6,1.2452850324874098,1.5706985770813326,22,4,1.2560833203128743,0.8799036122866004,1.227894631855813,1.3959009282822776
8588,21314,7.653898305084749,2008,1T,6.0,38816,7.088545203735197,6.644003984063854,6.73480160975925,6.55,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.55,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,6.0,ICM00604,7,1.2452850324874098,1.5706985770813326,22,4,1.2244939058676845,0.8799036122866004,1.227894631855813,1.3959009282822776
8585,21275,8.0855737704918,2007,1T,9.2,33298,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,9.2,ICM00604,4,1.3398301202053422,1.970129012194826,12,4,1.7497990314654666,0.8799036122866004,1.227894631855813,1.3959009282822776
8582,21232,7.64196721311475,2007,2T,6.25,4449,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.25,ICM00604,6,1.3130050778992723,1.7765781192177568,22,2,1.8479090449637836,0.8799036122866004,1.227894631855813,1.3959009282822776
8581,21230,7.71548387096774,2007,2T,6.25,7147,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.25,ICM00604,6,1.4005889257490618,2.2472137685908837,20,4,1.6276591839537708,0.8799036122866004,1.227894631855813,1.3959009282822776
8580,21229,7.70877192982456,2007,1T,4.4,22114,7.088545203735197,6.644003984063854,6.73480160975925,6.05,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,4.4,6.222502945411774,6.05,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.0,7.0,ICM00604,5,1.3408823152568525,2.0780345609846678,17,4,0.7937729068709807,0.8799036122866004,1.227894631855813,1.3959009282822776
8580,21229,7.70877192982456,2007,3T,7.0,22114,7.088545203735197,6.644003984063854,6.73480160975925,6.05,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,4.4,6.222502945411774,6.05,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.0,7.0,ICM00604,2,1.1902487791855005,1.22469580471658,8,0,1.1923145987911306,0.8799036122866004,1.227894631855813,1.3959009282822776
8579,21227,7.62903225806452,2007,2T,5.15,10760,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,5.15,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.153261620448041,7.8,ICM00604,5,1.4005889257490618,2.2472137685908837,19,0,1.8093588360703723,0.8799036122866004,1.227894631855813,1.3959009282822776
8579,21227,7.62903225806452,2007,3T,7.8,5512,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,5.15,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.153261620448041,7.8,ICM00604,1,1.2713115057468807,1.6102898873959088,4,0,0.9886844890499021,0.8799036122866004,1.227894631855813,1.3959009282822776
8576,21213,8.02571428571429,2008,1T,9.45,2686,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,9.45,ICM00604,6,1.0783422715781632,0.5857051892936544,19,4,2.369854825676554,0.8799036122866004,1.227894631855813,1.3959009282822776
8575,21209,7.471355932203389,2007,1T,4.4,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,4.4,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.153261620448041,6.0,ICM00604,5,1.22579616834998,1.4166344035961596,17,4,0.833748606893326,0.8799036122866004,1.227894631855813,1.3959009282822776
8575,21209,7.471355932203389,2007,2T,6.0,38816,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,4.4,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,1.0,1.3200680717371385,1.153261620448041,6.0,ICM00604,5,1.22579616834998,1.4166344035961596,19,0,1.879064386962829,0.8799036122866004,1.227894631855813,1.3959009282822776
8573,21204,7.92894736842105,2007,1T,7.55,20789,7.088545203735197,6.644003984063854,6.73480160975925,6.6,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.6,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,7.55,ICM00604,4,1.3408823152568525,2.0780345609846678,17,0,1.4330664283365306,0.8799036122866004,1.227894631855813,1.3959009282822776
8572,21200,7.26357142857143,2007,2T,8.7,10760,6.55,6.644003984063854,6.73480160975925,9.45,1.1,4.95,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,9.45,2.0,2.0,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.0,8.7,ICM00604,5,1.30759760564758,1.7724374596785128,21,1,1.8141539462590974,0.8799036122866004,1.227894631855813,1.3959009282822776
8564,21171,7.97066666666667,2007,1T,8.75,2686,6.8,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,6.8,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.0,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,8.75,ICM00604,6,1.0783422715781632,0.5857051892936544,19,4,2.5618708697133052,0.8799036122866004,1.227894631855813,1.3959009282822776
8563,21168,7.843114754098361,2007,2T,6.8,4449,7.088545203735197,6.644003984063854,6.73480160975925,7.257751899733544,6.429354838709654,5.380671689303938,5.725982735723757,6.133709031057723,5.733465383889868,6.777513156721233,6.222502945411774,6.915903483667225,1.2577308120133481,1.6116298811544991,1.5326029216467463,1.380277658508659,1.602905112242973,0.0,1.3200680717371385,1.153261620448041,6.8,ICM00604,6,1.3227879622305498,1.9392807790523843,24,2,1.9594450785941575,0.8799036122866004,1.227894631855813,1.3959009282822776
